Image,Group,Row,Col,Size
207,88,A,14,290
207,58,A,19,293
207,58,A,21,281
207,58,A,23,298
207,82,C,2,200
207,82,C,4,202
207,82,C,6,217
207,88,C,10,280
207,88,C,12,289
207,88,C,14,299
207,58,C,19,258
207,58,C,21,262
207,58,C,23,241
207,82,E,2,203
207,82,E,4,213
207,82,E,6,222
207,88,E,10,290
207,88,E,12,288
207,88,E,14,288
207,58,E,19,262
207,58,E,21,250
207,58,E,23,241
207,82,G,2,213
207,82,G,4,218
207,82,G,6,230
207,88,G,10,294
207,88,G,12,295
207,88,G,14,288
207,58,G,19,265
207,58,G,21,254
207,58,G,23,242
207,80,J,2,263
207,80,J,4,284
207,80,J,6,295
207,72,J,10,212
207,72,J,12,214
207,72,J,14,228
207,74,J,19,230
207,74,J,21,213
207,74,J,23,209
207,80,L,2,265
207,80,L,4,275
207,80,L,6,295
207,72,L,10,202
207,72,L,12,200
207,72,L,14,209
207,74,L,19,228
207,74,L,21,208
207,74,L,23,217
207,80,N,2,309
207,80,N,4,309
207,80,N,6,311
207,72,N,10,218
207,72,N,12,215
207,72,N,14,220
207,74,N,19,230
207,74,N,21,218
207,74,N,23,205
207,80,P,2,372
207,80,P,4,363
207,80,P,6,372
207,72,P,10,212
207,72,P,12,216
207,72,P,14,214
207,74,P,19,220
207,74,P,21,223
207,74,P,23,242
208,76,A,2,304
208,76,A,4,250
208,76,A,6,258
208,124,A,11,175
208,124,A,13,178
208,124,A,15,173
208,126,A,19,108
208,126,A,21,100
208,126,A,23,97
208,76,C,2,246
208,76,C,4,213
208,76,C,6,246
208,124,C,11,178
208,124,C,13,174
208,124,C,15,200
208,126,C,19,83
208,126,C,21,88
208,126,C,23,69
208,76,E,2,216
208,76,E,4,164
208,76,E,6,245
208,124,E,11,166
208,124,E,13,165
208,124,E,15,168
208,126,E,19,96
208,126,E,21,90
208,126,E,23,68
208,76,G,2,223
208,76,G,4,203
208,76,G,6,217
208,124,G,11,178
208,124,G,13,166
208,124,G,15,166
208,126,G,19,86
208,126,G,21,121
208,126,G,23,76
208,128,J,2,151
208,128,J,4,149
208,128,J,6,148
208,130,J,11,123
208,130,J,13,129
208,130,J,15,111
208,1,J,19,181
208,1,J,21,163
208,1,J,23,140
208,128,L,2,143
208,128,L,4,146
208,128,L,6,158
208,130,L,11,129
208,130,L,13,149
208,130,L,15,117
208,1,L,19,184
208,1,L,21,163
208,1,L,23,149
208,128,N,2,169
208,128,N,4,168
208,128,N,6,170
208,130,N,11,124
208,130,N,13,131
208,130,N,15,129
208,1,N,19,202
208,1,N,21,168
208,1,N,23,171
208,128,P,2,214
208,128,P,4,202
208,128,P,6,166
208,130,P,11,136
208,130,P,13,142
208,130,P,15,151
208,1,P,19,253
208,1,P,21,228
208,1,P,23,222
209,82,A,2,207
209,82,A,4,209
209,82,A,6,210
209,88,A,10,245
209,88,A,12,238
209,88,A,14,239
209,58,A,19,254
209,58,A,21,200
209,58,A,23,242
209,82,C,2,183
209,82,C,4,190
209,82,C,6,194
209,88,C,10,248
209,88,C,12,235
209,88,C,14,230
209,58,C,19,238
209,58,C,21,220
209,58,C,23,211
209,82,E,2,186
209,82,E,4,197
209,82,E,6,215
209,88,E,10,271
209,88,E,12,267
209,88,E,14,256
209,58,E,19,245
209,58,E,21,223
209,58,E,23,216
209,82,G,2,193
209,82,G,4,202
209,82,G,6,216
209,88,G,10,278
209,88,G,12,274
209,88,G,14,267
209,58,G,19,251
209,58,G,21,238
209,58,G,23,219
209,80,J,2,216
209,80,J,4,236
209,80,J,6,256
209,72,J,10,215
209,72,J,12,205
209,72,J,14,190
209,74,J,19,225
209,74,J,21,196
209,74,J,23,169
209,80,L,2,210
209,80,L,4,222
209,80,L,6,240
209,72,L,10,203
209,72,L,12,212
209,72,L,14,222
209,74,L,19,200
209,74,L,21,176
209,74,L,23,155
209,80,N,2,227
209,80,N,4,247
209,80,N,6,247
209,72,N,10,224
209,72,N,12,236
209,72,N,14,240
209,74,N,19,190
209,74,N,21,154
209,74,N,23,138
209,80,P,2,233
209,80,P,4,248
209,80,P,6,260
209,72,P,10,234
209,72,P,12,234
209,72,P,14,255
209,74,P,19,224
209,74,P,21,189
209,74,P,23,159
210,76,A,2,318
210,76,A,4,289
210,76,A,6,311
210,124,A,11,167
210,124,A,13,168
210,124,A,15,192
210,126,A,19,110
210,126,A,21,110
210,126,A,23,119
210,76,C,2,268
210,76,C,4,273
210,76,C,6,292
210,124,C,11,184
210,124,C,13,184
210,124,C,15,208
210,126,C,19,105
210,126,C,21,80
210,126,C,23,74
210,76,E,2,259
210,76,E,4,276
210,76,E,6,271
210,124,E,11,198
210,124,E,13,206
210,124,E,15,210
210,126,E,19,101
210,126,E,21,86
210,126,E,23,76
210,76,G,2,250
210,76,G,4,261
210,76,G,6,281
210,124,G,11,214
210,124,G,13,207
210,124,G,15,204
210,126,G,19,107
210,126,G,21,101
210,126,G,23,93
210,128,J,2,138
210,128,J,4,152
210,128,J,6,157
210,130,J,11,127
210,130,J,13,130
210,130,J,15,137
210,1,J,19,179
210,1,J,21,164
210,1,J,23,164
210,128,L,2,131
210,128,L,4,148
210,128,L,6,150
210,130,L,11,132
210,130,L,13,147
210,130,L,15,133
210,1,L,19,183
210,1,L,21,177
210,1,L,23,170
210,128,N,2,144
210,128,N,4,156
210,128,N,6,152
210,130,N,11,135
210,130,N,13,134
210,130,N,15,141
210,1,N,19,212
210,1,N,21,191
210,1,N,23,203
210,128,P,2,205
210,128,P,4,203
210,128,P,6,182
210,130,P,11,178
210,130,P,13,155
210,130,P,15,151
210,1,P,19,278
210,1,P,21,260
210,1,P,23,257
211,82,A,2,225
211,82,A,4,251
211,82,A,6,249
211,88,A,10,319
211,88,A,12,338
211,88,A,14,362
211,58,A,19,320
211,58,A,21,287
211,58,A,23,328
211,82,C,2,228
211,82,C,4,235
211,82,C,6,253
211,88,C,10,319
211,88,C,12,319
211,88,C,14,327
211,58,C,19,326
211,58,C,21,274
211,58,C,23,264
211,82,E,2,224
211,82,E,4,241
211,82,E,6,249
211,88,E,10,321
211,88,E,12,317
211,88,E,14,324
211,58,E,19,299
211,58,E,21,264
211,58,E,23,243
211,82,G,2,225
211,82,G,4,255
211,82,G,6,263
211,88,G,10,318
211,88,G,12,321
211,88,G,14,326
211,58,G,19,314
211,58,G,21,315
211,58,G,23,254
211,80,J,2,316
211,80,J,4,345
211,80,J,6,342
211,72,J,10,308
211,72,J,12,314
211,72,J,14,304
211,74,J,19,262
211,74,J,21,243
211,74,J,23,240
211,80,L,2,294
211,80,L,4,325
211,80,L,6,357
211,72,L,10,317
211,72,L,12,321
211,72,L,14,303
211,74,L,19,269
211,74,L,21,242
211,74,L,23,233
211,80,N,2,314
211,80,N,4,348
211,80,N,6,388
211,72,N,10,304
211,72,N,12,303
211,72,N,14,299
211,74,N,19,294
211,74,N,21,259
211,74,N,23,268
211,80,P,2,346
211,80,P,4,380
211,80,P,6,388
211,72,P,10,316
211,72,P,12,352
211,72,P,14,331
211,74,P,19,342
211,74,P,21,310
211,74,P,23,308
212,76,A,2,334
212,76,A,4,340
212,76,A,6,344
212,124,A,11,230
212,124,A,13,216
212,124,A,15,224
212,126,A,19,118
212,126,A,21,119
212,126,A,23,119
212,76,C,2,313
212,76,C,4,335
212,76,C,6,326
212,124,C,11,241
212,124,C,13,249
212,124,C,15,249
212,126,C,19,125
212,126,C,21,138
212,126,C,23,137
212,76,E,2,302
212,76,E,4,302
212,76,E,6,336
212,124,E,11,241
212,124,E,13,248
212,124,E,15,265
212,126,E,19,134
212,126,E,21,134
212,126,E,23,132
212,76,G,2,313
212,76,G,4,328
212,76,G,6,352
212,124,G,11,267
212,124,G,13,247
212,124,G,15,278
212,126,G,19,136
212,126,G,21,139
212,126,G,23,142
212,128,J,2,223
212,128,J,4,179
212,128,J,6,186
212,130,J,11,299
212,130,J,13,236
212,130,J,15,253
212,1,J,19,298
212,1,J,21,291
212,1,J,23,278
212,128,L,2,186
212,128,L,4,181
212,128,L,6,194
212,130,L,11,385
212,130,L,13,349
212,130,L,15,214
212,1,L,19,334
212,1,L,21,279
212,1,L,23,297
212,128,N,2,215
212,128,N,4,192
212,128,N,6,181
212,130,N,11,254
212,130,N,13,217
212,130,N,15,226
212,1,N,19,310
212,1,N,21,324
212,1,N,23,291
212,128,P,2,183
212,128,P,4,197
212,128,P,6,220
212,130,P,11,248
212,130,P,13,254
212,130,P,15,236
212,1,P,19,338
212,1,P,21,322
212,1,P,23,360
213,82,A,2,294
213,82,A,4,293
213,82,A,6,279
213,88,A,10,339
213,88,A,12,341
213,88,A,14,349
213,58,A,19,316
213,58,A,21,335
213,58,A,23,317
213,82,C,2,258
213,82,C,4,254
213,82,C,6,261
213,88,C,10,338
213,88,C,12,341
213,88,C,14,340
213,58,C,19,321
213,58,C,21,262
213,58,C,23,254
213,82,E,2,253
213,82,E,4,256
213,82,E,6,277
213,88,E,10,345
213,88,E,12,341
213,88,E,14,345
213,58,E,19,304
213,58,E,21,263
213,58,E,23,306
213,82,G,2,254
213,82,G,4,273
213,82,G,6,281
213,88,G,10,360
213,88,G,12,349
213,88,G,14,340
213,58,G,19,301
213,58,G,21,299
213,58,G,23,237
213,80,J,2,355
213,80,J,4,385
213,80,J,6,419
213,72,J,10,288
213,72,J,12,262
213,72,J,14,276
213,74,J,19,264
213,74,J,21,244
213,74,J,23,255
213,80,L,2,341
213,80,L,4,348
213,80,L,6,399
213,72,L,10,253
213,72,L,12,241
213,72,L,14,259
213,74,L,19,256
213,74,L,21,219
213,74,L,23,270
213,80,N,2,368
213,80,N,4,394
213,80,N,6,405
213,72,N,10,268
213,72,N,12,259
213,72,N,14,279
213,74,N,19,272
213,74,N,21,238
213,74,N,23,235
213,80,P,2,436
213,80,P,4,410
213,80,P,6,406
213,72,P,10,292
213,72,P,12,296
213,72,P,14,311
213,74,P,19,323
213,74,P,21,302
213,74,P,23,299
214,76,A,2,441
214,76,A,4,334
214,76,A,6,367
214,124,A,11,257
214,124,A,13,239
214,124,A,15,243
214,126,A,19,145
214,126,A,21,143
214,126,A,23,122
214,76,C,2,315
214,76,C,4,348
214,76,C,6,356
214,124,C,11,250
214,124,C,13,263
214,124,C,15,264
214,126,C,19,139
214,126,C,21,141
214,126,C,23,127
214,76,E,2,317
214,76,E,4,307
214,76,E,6,360
214,124,E,11,255
214,124,E,13,247
214,124,E,15,261
214,126,E,19,125
214,126,E,21,137
214,126,E,23,120
214,76,G,2,322
214,76,G,4,320
214,76,G,6,333
214,124,G,11,249
214,124,G,13,240
214,124,G,15,250
214,126,G,19,132
214,126,G,21,150
214,126,G,23,131
214,128,J,2,191
214,128,J,4,191
214,128,J,6,245
214,130,J,11,308
214,130,J,13,216
214,130,J,15,232
214,1,J,19,273
214,1,J,21,252
214,1,J,23,231
214,128,L,2,193
214,128,L,4,182
214,128,L,6,210
214,130,L,11,218
214,130,L,13,276
214,130,L,15,269
214,1,L,19,279
214,1,L,21,248
214,1,L,23,228
214,128,N,2,194
214,128,N,4,195
214,128,N,6,213
214,130,N,11,225
214,130,N,13,238
214,130,N,15,240
214,1,N,19,287
214,1,N,21,245
214,1,N,23,246
214,128,P,2,251
214,128,P,4,255
214,128,P,6,218
214,130,P,11,237
214,130,P,13,234
214,130,P,15,243
214,1,P,19,334
214,1,P,21,308
214,1,P,23,308
215,82,A,2,301
215,82,A,4,275
215,82,A,6,266
215,88,A,10,334
215,88,A,12,323
215,88,A,14,316
215,58,A,19,330
215,58,A,21,325
215,58,A,23,293
215,82,C,2,270
215,82,C,4,262
215,82,C,6,264
215,88,C,10,314
215,88,C,12,309
215,88,C,14,306
215,58,C,19,318
215,58,C,21,285
215,58,C,23,244
215,82,E,2,248
215,82,E,4,233
215,82,E,6,249
215,88,E,10,316
215,88,E,12,310
215,88,E,14,314
215,58,E,19,302
215,58,E,21,276
215,58,E,23,233
215,82,G,2,238
215,82,G,4,244
215,82,G,6,251
215,88,G,10,319
215,88,G,12,319
215,88,G,14,304
215,58,G,19,315
215,58,G,21,293
215,58,G,23,258
215,80,J,2,303
215,80,J,4,307
215,80,J,6,331
215,72,J,10,279
215,72,J,12,256
215,72,J,14,273
215,74,J,19,253
215,74,J,21,253
215,74,J,23,260
215,80,L,2,291
215,80,L,4,306
215,80,L,6,321
215,72,L,10,290
215,72,L,12,256
215,72,L,14,262
215,74,L,19,258
215,74,L,21,261
215,74,L,23,269
215,80,N,2,326
215,80,N,4,336
215,80,N,6,339
215,72,N,10,276
215,72,N,12,268
215,72,N,14,265
215,74,N,19,229
215,74,N,21,270
215,74,N,23,267
215,80,P,2,368
215,80,P,4,357
215,80,P,6,342
215,72,P,10,306
215,72,P,12,293
215,72,P,14,298
215,74,P,19,305
215,74,P,21,254
215,74,P,23,278
216,76,A,2,354
216,76,A,4,376
216,76,A,6,339
216,124,A,11,250
216,124,A,13,260
216,124,A,15,272
216,126,A,19,136
216,126,A,21,138
216,126,A,23,121
216,76,C,2,362
216,76,C,4,329
216,76,C,6,341
216,124,C,11,240
216,124,C,13,237
216,124,C,15,271
216,126,C,19,135
216,126,C,21,120
216,126,C,23,118
216,76,E,2,304
216,76,E,4,315
216,76,E,6,346
216,124,E,11,241
216,124,E,13,231
216,124,E,15,274
216,126,E,19,170
216,126,E,21,126
216,126,E,23,116
216,76,G,2,334
216,76,G,4,342
216,76,G,6,375
216,124,G,11,250
216,124,G,13,239
216,124,G,15,246
216,126,G,19,128
216,126,G,21,136
216,126,G,23,122
216,128,J,2,179
216,128,J,4,223
216,128,J,6,224
216,130,J,11,283
216,130,J,13,246
216,130,J,15,279
216,1,J,19,297
216,1,J,21,270
216,1,J,23,241
216,128,L,2,135
216,128,L,4,204
216,128,L,6,221
216,130,L,11,230
216,130,L,13,325
216,130,L,15,361
216,1,L,19,310
216,1,L,21,269
216,1,L,23,233
216,128,N,2,159
216,128,N,4,191
216,128,N,6,231
216,130,N,11,313
216,130,N,13,313
216,130,N,15,294
216,1,N,19,332
216,1,N,21,265
216,1,N,23,257
216,128,P,2,234
216,128,P,4,252
216,128,P,6,266
216,130,P,11,294
216,130,P,13,269
216,130,P,15,339
216,1,P,19,387
216,1,P,21,342
216,1,P,23,307
217,82,A,2,216
217,82,A,4,227
217,82,A,6,235
217,88,A,10,279
217,88,A,12,274
217,88,A,14,293
217,58,A,19,249
217,58,A,21,241
217,58,A,23,262
217,82,C,2,217
217,82,C,4,209
217,82,C,6,217
217,88,C,10,270
217,88,C,12,263
217,88,C,14,279
217,58,C,19,226
217,58,C,21,210
217,58,C,23,197
217,82,E,2,229
217,82,E,4,222
217,82,E,6,229
217,88,E,10,278
217,88,E,12,274
217,88,E,14,278
217,58,E,19,241
217,58,E,21,217
217,58,E,23,214
217,82,G,2,231
217,82,G,4,229
217,82,G,6,228
217,88,G,10,280
217,88,G,12,280
217,88,G,14,284
217,58,G,19,258
217,58,G,21,247
217,58,G,23,250
217,80,J,2,250
217,80,J,4,260
217,80,J,6,258
217,72,J,10,225
217,72,J,12,227
217,72,J,14,235
217,74,J,19,243
217,74,J,21,235
217,74,J,23,244
217,80,L,2,225
217,80,L,4,239
217,80,L,6,241
217,72,L,10,225
217,72,L,12,224
217,72,L,14,229
217,74,L,19,225
217,74,L,21,231
217,74,L,23,228
217,80,N,2,225
217,80,N,4,241
217,80,N,6,223
217,72,N,10,220
217,72,N,12,225
217,72,N,14,229
217,74,N,19,221
217,74,N,21,226
217,74,N,23,223
217,80,P,2,234
217,80,P,4,237
217,80,P,6,231
217,72,P,10,235
217,72,P,12,233
217,72,P,14,256
217,74,P,19,264
217,74,P,21,216
217,74,P,23,233
218,76,A,2,345
218,76,A,4,316
218,76,A,6,323
218,124,A,11,263
218,124,A,13,243
218,124,A,15,232
218,126,A,19,130
218,126,A,21,122
218,126,A,23,146
218,76,C,2,305
218,76,C,4,307
218,76,C,6,331
218,124,C,11,223
218,124,C,13,224
218,124,C,15,244
218,126,C,19,156
218,126,C,21,132
218,126,C,23,144
218,76,E,2,267
218,76,E,4,252
218,76,E,6,319
218,124,E,11,226
218,124,E,13,230
218,124,E,15,231
218,126,E,19,118
218,126,E,21,126
218,126,E,23,131
218,76,G,2,286
218,76,G,4,292
218,76,G,6,316
218,124,G,11,238
218,124,G,13,230
218,124,G,15,237
218,126,G,19,114
218,126,G,21,130
218,126,G,23,130
218,128,J,2,144
218,128,J,4,178
218,128,J,6,174
218,130,J,11,237
218,130,J,13,205
218,130,J,15,207
218,1,J,19,212
218,1,J,21,202
218,1,J,23,183
218,128,L,2,140
218,128,L,4,234
218,128,L,6,225
218,130,L,11,185
218,130,L,13,208
218,130,L,15,216
218,1,L,19,205
218,1,L,21,183
218,1,L,23,167
218,128,N,2,188
218,128,N,4,207
218,128,N,6,187
218,130,N,11,192
218,130,N,13,185
218,130,N,15,178
218,1,N,19,215
218,1,N,21,171
218,1,N,23,179
218,128,P,2,233
218,128,P,4,251
218,128,P,6,183
218,130,P,11,319
218,130,P,13,249
218,130,P,15,187
218,1,P,19,292
218,1,P,21,254
218,1,P,23,230
219,82,A,2,272
219,82,A,4,283
219,82,A,6,276
219,88,A,10,342
219,88,A,12,350
219,88,A,14,345
219,58,A,19,353
219,58,A,21,342
219,58,A,23,358
219,82,C,2,241
219,82,C,4,246
219,82,C,6,256
219,88,C,10,331
219,88,C,12,335
219,88,C,14,353
219,58,C,19,315
219,58,C,21,330
219,58,C,23,297
219,82,E,2,250
219,82,E,4,257
219,82,E,6,265
219,88,E,10,342
219,88,E,12,342
219,88,E,14,344
219,58,E,19,318
219,58,E,21,301
219,58,E,23,298
219,82,G,2,256
219,82,G,4,265
219,82,G,6,271
219,88,G,10,349
219,88,G,12,348
219,88,G,14,341
219,58,G,19,323
219,58,G,21,313
219,58,G,23,304
219,80,J,2,313
219,80,J,4,337
219,80,J,6,349
219,72,J,10,256
219,72,J,12,261
219,72,J,14,271
219,74,J,19,279
219,74,J,21,265
219,74,J,23,260
219,80,L,2,319
219,80,L,4,326
219,80,L,6,351
219,72,L,10,241
219,72,L,12,247
219,72,L,14,250
219,74,L,19,278
219,74,L,21,251
219,74,L,23,242
219,80,N,2,368
219,80,N,4,365
219,80,N,6,363
219,72,N,10,264
219,72,N,12,261
219,72,N,14,273
219,74,N,19,277
219,74,N,21,262
219,74,N,23,250
219,80,P,2,423
219,80,P,4,425
219,80,P,6,417
219,72,P,10,263
219,72,P,12,259
219,72,P,14,263
219,74,P,19,265
219,74,P,21,272
219,74,P,23,292
220,76,A,2,351
220,76,A,4,296
220,76,A,6,313
220,124,A,11,216
220,124,A,13,218
220,124,A,15,216
220,126,A,19,129
220,126,A,21,128
220,126,A,23,123
220,76,C,2,297
220,76,C,4,260
220,76,C,6,296
220,124,C,11,213
220,124,C,13,214
220,124,C,15,242
220,126,C,19,105
220,126,C,21,110
220,126,C,23,92
220,76,E,2,267
220,76,E,4,206
220,76,E,6,294
220,124,E,11,208
220,124,E,13,202
220,124,E,15,206
220,126,E,19,120
220,126,E,21,111
220,126,E,23,90
220,76,G,2,269
220,76,G,4,247
220,76,G,6,266
220,124,G,11,214
220,124,G,13,207
220,124,G,15,203
220,126,G,19,107
220,126,G,21,146
220,126,G,23,98
220,128,J,2,189
220,128,J,4,179
220,128,J,6,175
220,130,J,11,165
220,130,J,13,169
220,130,J,15,146
220,1,J,19,211
220,1,J,21,187
220,1,J,23,167
220,128,L,2,170
220,128,L,4,175
220,128,L,6,183
220,130,L,11,177
220,130,L,13,199
220,130,L,15,159
220,1,L,19,211
220,1,L,21,187
220,1,L,23,174
220,128,N,2,198
220,128,N,4,203
220,128,N,6,208
220,130,N,11,177
220,130,N,13,177
220,130,N,15,176
220,1,N,19,228
220,1,N,21,190
220,1,N,23,196
220,128,P,2,250
220,128,P,4,231
220,128,P,6,202
220,130,P,11,184
220,130,P,13,188
220,130,P,15,201
220,1,P,19,285
220,1,P,21,253
220,1,P,23,253
221,82,A,2,246
221,82,A,4,242
221,82,A,6,245
221,88,A,10,288
221,88,A,12,285
221,88,A,14,288
221,58,A,19,309
221,58,A,21,251
221,58,A,23,295
221,82,C,2,226
221,82,C,4,227
221,82,C,6,235
221,88,C,10,295
221,88,C,12,273
221,88,C,14,270
221,58,C,19,292
221,58,C,21,273
221,58,C,23,257
221,82,E,2,230
221,82,E,4,240
221,82,E,6,256
221,88,E,10,320
221,88,E,12,312
221,88,E,14,306
221,58,E,19,296
221,58,E,21,274
221,58,E,23,268
221,82,G,2,232
221,82,G,4,241
221,82,G,6,263
221,88,G,10,323
221,88,G,12,317
221,88,G,14,319
221,58,G,19,302
221,58,G,21,288
221,58,G,23,272
221,80,J,2,261
221,80,J,4,280
221,80,J,6,299
221,72,J,10,266
221,72,J,12,242
221,72,J,14,233
221,74,J,19,267
221,74,J,21,240
221,74,J,23,205
221,80,L,2,257
221,80,L,4,271
221,80,L,6,281
221,72,L,10,249
221,72,L,12,253
221,72,L,14,266
221,74,L,19,244
221,74,L,21,214
221,74,L,23,189
221,80,N,2,277
221,80,N,4,287
221,80,N,6,283
221,72,N,10,269
221,72,N,12,280
221,72,N,14,285
221,74,N,19,231
221,74,N,21,186
221,74,N,23,178
221,80,P,2,276
221,80,P,4,291
221,80,P,6,308
221,72,P,10,275
221,72,P,12,277
221,72,P,14,302
221,74,P,19,265
221,74,P,21,229
221,74,P,23,198
222,76,A,2,372
222,76,A,4,330
222,76,A,6,364
222,124,A,11,206
222,124,A,13,212
222,124,A,15,236
222,126,A,19,134
222,126,A,21,135
222,126,A,23,152
222,76,C,2,318
222,76,C,4,323
222,76,C,6,344
222,124,C,11,226
222,124,C,13,233
222,124,C,15,252
222,126,C,19,132
222,126,C,21,104
222,126,C,23,98
222,76,E,2,307
222,76,E,4,320
222,76,E,6,319
222,124,E,11,238
222,124,E,13,251
222,124,E,15,254
222,126,E,19,125
222,126,E,21,109
222,126,E,23,96
222,76,G,2,292
222,76,G,4,303
222,76,G,6,330
222,124,G,11,262
222,124,G,13,246
222,124,G,15,248
222,126,G,19,132
222,126,G,21,125
222,126,G,23,117
222,128,J,2,171
222,128,J,4,179
222,128,J,6,193
222,130,J,11,175
222,130,J,13,179
222,130,J,15,182
222,1,J,19,208
222,1,J,21,191
222,1,J,23,185
222,128,L,2,158
222,128,L,4,181
222,128,L,6,180
222,130,L,11,182
222,130,L,13,199
222,130,L,15,174
222,1,L,19,211
222,1,L,21,205
222,1,L,23,198
222,128,N,2,168
222,128,N,4,182
222,128,N,6,183
222,130,N,11,194
222,130,N,13,183
222,130,N,15,183
222,1,N,19,241
222,1,N,21,215
222,1,N,23,232
222,128,P,2,237
222,128,P,4,229
222,128,P,6,210
222,130,P,11,234
222,130,P,13,196
222,130,P,15,200
222,1,P,19,312
222,1,P,21,290
222,1,P,23,290
223,82,A,2,271
223,82,A,4,300
223,82,A,6,299
223,88,A,10,379
223,88,A,12,392
223,88,A,14,423
223,58,A,19,383
223,58,A,21,348
223,58,A,23,394
223,82,C,2,278
223,82,C,4,293
223,82,C,6,303
223,88,C,10,372
223,88,C,12,375
223,88,C,14,384
223,58,C,19,385
223,58,C,21,328
223,58,C,23,321
223,82,E,2,279
223,82,E,4,287
223,82,E,6,307
223,88,E,10,383
223,88,E,12,372
223,88,E,14,383
223,58,E,19,356
223,58,E,21,314
223,58,E,23,299
223,82,G,2,281
223,82,G,4,302
223,82,G,6,309
223,88,G,10,379
223,88,G,12,378
223,88,G,14,386
223,58,G,19,368
223,58,G,21,369
223,58,G,23,311
223,80,J,2,369
223,80,J,4,410
223,80,J,6,403
223,72,J,10,371
223,72,J,12,373
223,72,J,14,355
223,74,J,19,320
223,74,J,21,290
223,74,J,23,290
223,80,L,2,355
223,80,L,4,379
223,80,L,6,418
223,72,L,10,374
223,72,L,12,372
223,72,L,14,355
223,74,L,19,317
223,74,L,21,291
223,74,L,23,280
223,80,N,2,378
223,80,N,4,398
223,80,N,6,448
223,72,N,10,363
223,72,N,12,350
223,72,N,14,350
223,74,N,19,338
223,74,N,21,312
223,74,N,23,321
223,80,P,2,413
223,80,P,4,446
223,80,P,6,447
223,72,P,10,370
223,72,P,12,410
223,72,P,14,390
223,74,P,19,398
223,74,P,21,354
223,74,P,23,364
224,76,A,2,390
224,76,A,4,415
224,76,A,6,408
224,124,A,11,285
224,124,A,13,268
224,124,A,15,283
224,126,A,19,149
224,126,A,21,145
224,126,A,23,151
224,76,C,2,378
224,76,C,4,407
224,76,C,6,381
224,124,C,11,293
224,124,C,13,296
224,124,C,15,311
224,126,C,19,154
224,126,C,21,166
224,126,C,23,169
224,76,E,2,358
224,76,E,4,357
224,76,E,6,401
224,124,E,11,290
224,124,E,13,299
224,124,E,15,328
224,126,E,19,162
224,126,E,21,165
224,126,E,23,163
224,76,G,2,371
224,76,G,4,396
224,76,G,6,415
224,124,G,11,332
224,124,G,13,303
224,124,G,15,340
224,126,G,19,166
224,126,G,21,170
224,126,G,23,166
224,128,J,2,270
224,128,J,4,212
224,128,J,6,223
224,130,J,11,405
224,130,J,13,314
224,130,J,15,334
224,1,J,19,341
224,1,J,21,327
224,1,J,23,327
224,128,L,2,222
224,128,L,4,216
224,128,L,6,234
224,130,L,11,479
224,130,L,13,433
224,130,L,15,278
224,1,L,19,386
224,1,L,21,318
224,1,L,23,336
224,128,N,2,247
224,128,N,4,226
224,128,N,6,217
224,130,N,11,326
224,130,N,13,291
224,130,N,15,294
224,1,N,19,357
224,1,N,21,365
224,1,N,23,334
224,128,P,2,222
224,128,P,4,231
224,128,P,6,258
224,130,P,11,319
224,130,P,13,328
224,130,P,15,301
224,1,P,19,381
224,1,P,21,370
224,1,P,23,405
225,82,A,2,363
225,82,A,4,364
225,82,A,6,339
225,88,A,10,402
225,88,A,12,402
225,88,A,14,420
225,58,A,19,378
225,58,A,21,403
225,58,A,23,382
225,82,C,2,316
225,82,C,4,317
225,82,C,6,321
225,88,C,10,403
225,88,C,12,398
225,88,C,14,401
225,58,C,19,381
225,58,C,21,308
225,58,C,23,314
225,82,E,2,305
225,82,E,4,314
225,82,E,6,338
225,88,E,10,412
225,88,E,12,402
225,88,E,14,408
225,58,E,19,362
225,58,E,21,322
225,58,E,23,378
225,82,G,2,312
225,82,G,4,329
225,82,G,6,339
225,88,G,10,427
225,88,G,12,408
225,88,G,14,406
225,58,G,19,359
225,58,G,21,351
225,58,G,23,290
225,80,J,2,429
225,80,J,4,451
225,80,J,6,496
225,72,J,10,343
225,72,J,12,316
225,72,J,14,332
225,74,J,19,319
225,74,J,21,298
225,74,J,23,317
225,80,L,2,411
225,80,L,4,429
225,80,L,6,466
225,72,L,10,311
225,72,L,12,294
225,72,L,14,318
225,74,L,19,306
225,74,L,21,269
225,74,L,23,323
225,80,N,2,448
225,80,N,4,463
225,80,N,6,466
225,72,N,10,320
225,72,N,12,311
225,72,N,14,328
225,74,N,19,323
225,74,N,21,286
225,74,N,23,283
225,80,P,2,517
225,80,P,4,480
225,80,P,6,472
225,72,P,10,345
225,72,P,12,351
225,72,P,14,369
225,74,P,19,382
225,74,P,21,351
225,74,P,23,352
226,76,A,2,515
226,76,A,4,390
226,76,A,6,431
226,124,A,11,316
226,124,A,13,298
226,124,A,15,305
226,126,A,19,174
226,126,A,21,178
226,126,A,23,154
226,76,C,2,374
226,76,C,4,405
226,76,C,6,419
226,124,C,11,306
226,124,C,13,315
226,124,C,15,327
226,126,C,19,170
226,126,C,21,168
226,126,C,23,158
226,76,E,2,380
226,76,E,4,365
226,76,E,6,421
226,124,E,11,307
226,124,E,13,301
226,124,E,15,319
226,126,E,19,147
226,126,E,21,166
226,126,E,23,146
226,76,G,2,386
226,76,G,4,382
226,76,G,6,388
226,124,G,11,307
226,124,G,13,297
226,124,G,15,312
226,126,G,19,162
226,126,G,21,179
